track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Punchestown Racing Results | 9th June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),2m 3f 49y,Must Be Dreaming (IRE),Miss J Townend,0,G Ahern,7th,1 1/2 l,7,10-5p,92,True,122,5
Punchestown Racing Results | 9th June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),2m 3f 49y,Down Around (IRE),Miss P Elvin,4,P J Rothwell,6th,2 1/4 l,7,10-12p,99,True,122,5
Punchestown Racing Results | 9th June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),2m 3f 49y,Costanuci (IRE),Miss O M Queally,7,J Queally,5th,1/2 l,7,12-0,115,True,122,5
Punchestown Racing Results | 9th June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),2m 3f 49y,San Martino (IRE),Aileen O'Sullivan,7,S Millar,4th,1/2 l,6,11-9,110,True,122,5
Punchestown Racing Results | 9th June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),2m 3f 49y,Joyeux Vivo (FR),Miss A B O'Connor,0,John E & Kiely,3rd,1 1/2 l,5,11-12,113,True,122,5
Punchestown Racing Results | 9th June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),2m 3f 49y,Missus Beeton (IRE),Miss G Benson,4,S Nolan,2nd,3/4 l,6,11-1,102,True,122,5
Punchestown Racing Results | 9th June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),2m 3f 49y,Sargent Lightfoot (IRE),Miss S Doyle,7,A Murray,1st,N/A,10,11-1,102,True,122,5
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Tell Me This (IRE),T P Harney,7,R O'Sullivan,NR,N/A,6,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Two Become One (IRE),K C Sexton,0,G Elliott,NR,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Westernersunrise (IRE),B P Kennedy,7,James Andrew Fahey,NR,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Kipeen Lady (IRE),A McCurtin,0,R P Rath,NR,N/A,5,11-7t1,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Dear Orla (IRE),Conor Clarke,7,Stephen Gerard Carey,NR,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Nanny Betty (IRE),L A McKenna,5,B J Walsh,PU,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Jump The Burren (IRE),R Deegan,0,Mrs G O'Connor,PU,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Milan Dollar Lady (IRE),J Coen,5,Peter Fahey,PU,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Little Green Lady (IRE),R J Condon,5,P A Fahy,PU,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Dontcall (IRE),P J O'Hanlon,3,P J Rothwell,PU,N/A,6,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Theoneiwant (IRE),H Morgan,0,Peter Maher,PU,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Wyoming Baby (IRE),J P Shinnick,7,R Tyner,9th,7 l,6,11-7h,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Smiling Bess (IRE),R A Doyle,0,K Prendergast,8th,24 l,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Ashdale Flyer (IRE),C D Smithers,7,Mrs J Harrington,7th,1 l,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Dawn Escape (IRE),A Harvey,7,L Casey,6th,29 l,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Birmingham Alabama (IRE),E Walsh,0,E D Delany,5th,2 1/4 l,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Built By Rossies (IRE),K E Buckley,0,T Gibney,4th,6 l,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Cottesloe Sunshine (IRE),O R Brown,5,J P O'Brien,3rd,1 1/2 l,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Rosalys (IRE),M P O'Connor,3,H De Bromhead,2nd,3 1/4 l,5,11-7t,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Just For Love (IRE),S Cleary-Farrell,7,W P Mullins,1st,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Tell Me This (IRE),T P Harney,7,R O'Sullivan,NR,N/A,6,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Two Become One (IRE),K C Sexton,0,G Elliott,NR,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Westernersunrise (IRE),B P Kennedy,7,James Andrew Fahey,NR,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Kipeen Lady (IRE),A McCurtin,0,R P Rath,NR,N/A,5,11-7t1,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Dear Orla (IRE),Conor Clarke,7,Stephen Gerard Carey,NR,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Nanny Betty (IRE),L A McKenna,5,B J Walsh,PU,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Jump The Burren (IRE),R Deegan,0,Mrs G O'Connor,PU,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Milan Dollar Lady (IRE),J Coen,5,Peter Fahey,PU,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Little Green Lady (IRE),R J Condon,5,P A Fahy,PU,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Dontcall (IRE),P J O'Hanlon,3,P J Rothwell,PU,N/A,6,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Theoneiwant (IRE),H Morgan,0,Peter Maher,PU,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Wyoming Baby (IRE),J P Shinnick,7,R Tyner,9th,7 l,6,11-7h,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Smiling Bess (IRE),R A Doyle,0,K Prendergast,8th,24 l,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Ashdale Flyer (IRE),C D Smithers,7,Mrs J Harrington,7th,1 l,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Dawn Escape (IRE),A Harvey,7,L Casey,6th,29 l,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Birmingham Alabama (IRE),E Walsh,0,E D Delany,5th,2 1/4 l,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Built By Rossies (IRE),K E Buckley,0,T Gibney,4th,6 l,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Cottesloe Sunshine (IRE),O R Brown,5,J P O'Brien,3rd,1 1/2 l,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Rosalys (IRE),M P O'Connor,3,H De Bromhead,2nd,3 1/4 l,5,11-7t,-,True,122,6
Punchestown Racing Results | 9th June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m 5f 147y,Just For Love (IRE),S Cleary-Farrell,7,W P Mullins,1st,N/A,5,11-7,-,True,122,6
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Revolut Ned (IRE),T P Harney,7,William P Murphy,PU,N/A,5,11-12t,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Hurricane Joey (IRE),J Coen,5,Charlie Keegan,PU,N/A,8,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Mr Chester (IRE),B P Kennedy,7,Mrs S Dawson,12th,25 l,6,11-12b1,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Muskerry Rock (IRE),R A Doyle,0,M F Morris,11th,20 l,5,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Strawberry Diamond (IRE),A P Kelly,5,L Casey,10th,35 l,5,11-5,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,John Storey (IRE),R Deegan,0,L P Cusack,9th,23 l,6,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Lightkeeper (IRE),K C Sexton,0,G Elliott,8th,13 l,6,11-12p1,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Stay Gold (IRE),L A McKenna,5,Colm Murphy,7th,4 3/4 l,5,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Sunshine Diamond (IRE),C P McNamara,0,Liam G O'brien,6th,3 1/4 l,5,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Summertime Romance,S Fitzgerald,0,C A McBratney,5th,2 1/4 l,6,11-5,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Uncle Pat (IRE),K Callaghan,5,W P Mullins,4th,Short Head,6,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Chosen Thyme (IRE),Niall Moore,7,P Fenton,3rd,1 1/2 l,7,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Innatendue (FR),A Harvey,7,J C McConnell,2nd,1/2 l,6,11-5t,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Topgun Simmy (IRE),P Hanlon,7,J J Hanlon,1st,N/A,5,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Revolut Ned (IRE),T P Harney,7,William P Murphy,PU,N/A,5,11-12t,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Hurricane Joey (IRE),J Coen,5,Charlie Keegan,PU,N/A,8,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Mr Chester (IRE),B P Kennedy,7,Mrs S Dawson,12th,25 l,6,11-12b1,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Muskerry Rock (IRE),R A Doyle,0,M F Morris,11th,20 l,5,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Strawberry Diamond (IRE),A P Kelly,5,L Casey,10th,35 l,5,11-5,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,John Storey (IRE),R Deegan,0,L P Cusack,9th,23 l,6,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Lightkeeper (IRE),K C Sexton,0,G Elliott,8th,13 l,6,11-12p1,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Stay Gold (IRE),L A McKenna,5,Colm Murphy,7th,4 3/4 l,5,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Sunshine Diamond (IRE),C P McNamara,0,Liam G O'brien,6th,3 1/4 l,5,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Summertime Romance,S Fitzgerald,0,C A McBratney,5th,2 1/4 l,6,11-5,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Uncle Pat (IRE),K Callaghan,5,W P Mullins,4th,Short Head,6,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Chosen Thyme (IRE),Niall Moore,7,P Fenton,3rd,1 1/2 l,7,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Innatendue (FR),A Harvey,7,J C McConnell,2nd,1/2 l,6,11-5t,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:05,N/A,16:05,Yielding,2m 7f 66y,Topgun Simmy (IRE),P Hanlon,7,J J Hanlon,1st,N/A,5,11-12,-,True,122,7
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Ginnets Girl (IRE),C P Millar,7,G Elliott,NR,N/A,6,11-0p1,111,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Dark Voyager (IRE),J Coen,5,A McCann,NR,N/A,7,10-7tb,104,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,It Could Be You (IRE),Sarah Kavanagh,7,T Mullins,PU,N/A,10,10-11b,108,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Ounce Of Gold (IRE),G Brouder,5,P A Fahy,PU,N/A,7,10-0,97,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Milanaway (IRE),P K Donovan,5,D Hogan,PU,N/A,6,10-5,102,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Aldo The Apache (IRE),R J Condon,5,Colm Murphy,PU,N/A,8,11-10t,121,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Miss Vivacious (IRE),B P Kennedy,7,T Gibney,PU,N/A,6,10-0,97,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Meyo,O R Brown,5,T Gibney,8th,30 l,6,11-0,111,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Bella Bliss (IRE),A Harvey,7,J C McConnell,7th,3 1/4 l,7,11-0t,111,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Mister Beeton (IRE),S Fitzgerald,0,S Nolan,6th,7 l,7,11-5p,116,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Barry Lyndon (IRE),P J O'Hanlon,3,D A McLoughlin,5th,5 1/2 l,6,11-12,123,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Dorans Law (IRE),K C Sexton,0,M Hourigan,4th,1 1/2 l,6,10-9,106,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Everglow,K E Buckley,0,Ian Donoghue,3rd,2 3/4 l,9,11-7tp,118,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Donkey Years (IRE),C P McNamara,0,E McNamara,2nd,3 1/4 l,10,11-6t,117,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,So They Tell Me (IRE),A P Kelly,5,P Roche,1st,N/A,5,10-9h,106,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Ginnets Girl (IRE),C P Millar,7,G Elliott,NR,N/A,6,11-0p1,111,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Dark Voyager (IRE),J Coen,5,A McCann,NR,N/A,7,10-7tb,104,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,It Could Be You (IRE),Sarah Kavanagh,7,T Mullins,PU,N/A,10,10-11b,108,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Ounce Of Gold (IRE),G Brouder,5,P A Fahy,PU,N/A,7,10-0,97,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Milanaway (IRE),P K Donovan,5,D Hogan,PU,N/A,6,10-5,102,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Aldo The Apache (IRE),R J Condon,5,Colm Murphy,PU,N/A,8,11-10t,121,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Miss Vivacious (IRE),B P Kennedy,7,T Gibney,PU,N/A,6,10-0,97,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Meyo,O R Brown,5,T Gibney,8th,30 l,6,11-0,111,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Bella Bliss (IRE),A Harvey,7,J C McConnell,7th,3 1/4 l,7,11-0t,111,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Mister Beeton (IRE),S Fitzgerald,0,S Nolan,6th,7 l,7,11-5p,116,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Barry Lyndon (IRE),P J O'Hanlon,3,D A McLoughlin,5th,5 1/2 l,6,11-12,123,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Dorans Law (IRE),K C Sexton,0,M Hourigan,4th,1 1/2 l,6,10-9,106,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Everglow,K E Buckley,0,Ian Donoghue,3rd,2 3/4 l,9,11-7tp,118,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,Donkey Years (IRE),C P McNamara,0,E McNamara,2nd,3 1/4 l,10,11-6t,117,True,122,8
Punchestown Racing Results | 9th June 2024 16:40,N/A,16:40,Yielding,2m 7f 66y,So They Tell Me (IRE),A P Kelly,5,P Roche,1st,N/A,5,10-9h,106,True,122,8
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Light Her Up (IRE),Mr E Finegan,7,H P Finegan,NR,N/A,6,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,The Road Not Taken (IRE),B P Kennedy,7,J Nash,15th,99 l,5,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Yeahgoonso Honey (IRE),Miss C F MacMahon,7,Mrs G O'Connor,14th,10 l,5,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Into The Unknown (IRE),P Hanlon,7,J J Hanlon,13th,59 l,6,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Upper Church (IRE),Mr T Hamilton,0,S Byrne,12th,11 l,6,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Turn Of Abbey (IRE),Miss A B O'Connor,0,A McCann,11th,38 l,5,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Florance (IRE),Mr D O'Connor,0,A McCann,10th,9 l,6,11-4h,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Dolly's Call (IRE),Mr A D Bustin,7,C Byrnes,9th,Neck,5,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Youre A Derry Girl (IRE),Miss E Cody,7,S G Walsh,8th,4 1/2 l,7,11-11,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Pepperpots (IRE),Mr B J Walsh,7,B J Walsh,7th,4 l,6,11-11,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Parga Diamond (IRE),Mr J L Gleeson,5,Miss H McLoughlin,6th,23 l,5,11-4h,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Penelope's Charm (IRE),Mr E P O'Brien,5,D W O'Sullivan,5th,9 l,6,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Sansrisk (FR),Mr F Maguire,0,J P Dempsey,4th,1/2 l,5,11-11,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Aruntothequeen (IRE),C D Smithers,7,Mrs J Harrington,3rd,1 1/4 l,5,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Fillusin (IRE),Miss H M Smullen,7,G Elliott,2nd,9 1/2 l,5,11-11,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Savante (IRE),Mr J P O'Rourke,7,Colm Murphy,1st,N/A,5,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Light Her Up (IRE),Mr E Finegan,7,H P Finegan,NR,N/A,6,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,The Road Not Taken (IRE),B P Kennedy,7,J Nash,15th,99 l,5,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Yeahgoonso Honey (IRE),Miss C F MacMahon,7,Mrs G O'Connor,14th,10 l,5,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Into The Unknown (IRE),P Hanlon,7,J J Hanlon,13th,59 l,6,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Upper Church (IRE),Mr T Hamilton,0,S Byrne,12th,11 l,6,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Turn Of Abbey (IRE),Miss A B O'Connor,0,A McCann,11th,38 l,5,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Florance (IRE),Mr D O'Connor,0,A McCann,10th,9 l,6,11-4h,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Dolly's Call (IRE),Mr A D Bustin,7,C Byrnes,9th,Neck,5,11-4,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Youre A Derry Girl (IRE),Miss E Cody,7,S G Walsh,8th,4 1/2 l,7,11-11,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Pepperpots (IRE),Mr B J Walsh,7,B J Walsh,7th,4 l,6,11-11,-,True,122,9
Punchestown Racing Results | 9th June 2024 17:15,N/A,17:15,Yielding  Flat (Turf),2m 125y,Parga Diamond (IRE),Mr J L Gleeson,5,Miss H McLoughlin,6th,23 l,5,11-4h,-,True,122,9
